,0
0,-139.7129802130856
1,-86.90405313948688
2,-71.16014106108338
3,-192.67340069156225
4,-116.64446388358698
5,-261.04709730690524
6,-68.96948632616301
7,-97.04943216704365
8,-197.20432732336485
9,-187.4094320586791
10,-119.6654953701399
11,-140.47223398628944
12,-92.85506670265299
13,-100.81542668483954
14,-114.84707349410422
15,-171.93661161283987
16,-432.80273830800564
17,-46.12161905595878
18,-68.51511617205074
19,-106.84236349328624
20,-79.14992471629486
21,-311.4349977933869
22,-48.70263234893615
23,-66.53700520694746
24,-199.88950997204952
25,-88.53652539884538
26,36.31874633411766
27,-180.14206099383944
28,-119.17973967329259
29,-146.7125615751782
30,-59.82616684649008
31,-22.523887320648186
32,-158.22996964418184
33,2.2434536402893315
34,-64.4382559082471
35,-91.43012381818892
36,-41.97594808444475
37,-17.059138887864336
38,-64.0253310982425
39,12.009687946604544
40,9.418991521156201
41,-74.03188872421434
42,9.291804831667918
43,-146.1317268568319
44,-64.53580783543794
45,-116.70051726677576
46,-185.41223861058728
47,-151.9643335558752
48,-36.85675203604488
49,-100.4112565682398
50,-4.044558897693378
51,-149.95153905554147
52,-246.36567424887787
53,-67.76538295491702
54,-148.37703461823745
55,2.598358625609945
56,-144.83572905665824
57,2.5793742425959234
58,11.51573937375879
59,-81.05042540489491
60,-129.77281467101616
61,-13.83931669715228
62,-61.856683754649154
63,1.9165974600762183
64,-6.782511698224411
65,-36.92775721051973
66,-45.834271199088036
67,14.265635707982122
68,-315.80912347406957
69,-60.799501600694626
70,37.40279439791391
71,5.368294817749966
72,-2.506849538626974
73,-49.92721716354143
74,-15.238653079664356
75,58.00691335331406
76,-229.1680536789327
77,-66.00823775502724
78,4.38482835319855
79,106.93102834500816
80,99.8238831812811
81,27.002608743314333
82,-53.925139610293215
83,98.47288740374397
84,84.91099263075346
85,77.46674381240774
86,66.0759439138985
87,89.08617883267824
88,61.62251898390929
89,106.09114923408224
90,51.8107614097597
91,1.8383720551290115
92,96.02878838589457
93,97.1818483216935
94,11.310860835597374
95,37.6283869239936
96,-16.565488674422607
97,227.86316096941417
98,202.15835539919777
99,222.6914185651226
100,65.41453683762936
101,-27.899001839217178
102,266.6677086074646
103,46.462459449284296
104,223.32733168453728
105,140.8763211743652
106,222.3881207123344
107,266.4550434072381
108,245.9841333792687
109,55.84260153142155
110,230.7313981842558
111,239.3677725288404
112,8.507391263305266
113,-34.183325541455595
114,286.852145680707
115,162.65407683109868
116,249.9564571228075
117,220.8932530319733
118,264.46987479379004
119,-4.275651422988385
120,249.85087208373986
121,216.28568199147614
122,192.31680948632334
123,244.3013355660177
124,278.99623440007736
125,275.26687035039856
126,262.32836892384
127,277.42443164984365
128,286.1313795605305
129,254.04958726313563
130,260.54223126890594
131,236.58357794375482
132,246.30836092746347
133,290.6886509131891
134,277.5371668376109
135,245.76915820435875
136,239.21989761271925
137,214.066782626489
138,238.46423988601765
139,260.22538680899584
140,242.0162412499229
141,-27.28133460196441
142,225.76708957860296
143,237.45535909144388
144,256.3293359891283
145,277.74648121716245
146,201.70247607842862
147,84.0883194145517
148,226.67256261984886
149,247.04256711752703
150,177.77786632278998
151,296.84109854296526
152,248.7540251223379
153,37.71240563627913
154,264.9725554971848
155,204.78898655754267
156,266.76066340826026
157,282.6576396362525
158,273.0474377682302
159,249.64858944640187
160,222.16708685910373
161,233.91892783005417
162,246.34678913335648
163,277.3178125460579
164,250.35517087572498
165,249.46414319679204
166,210.23945475409238
167,209.77463597344905
168,241.58357058974136
169,239.84074851467176
170,237.45503018799874
171,266.89435000097893
172,277.54928899088054
173,215.02826676728984
174,261.46417461553904
175,196.0647958679619
176,214.76540879360624
177,258.7711858798747
178,204.35375317475737
179,254.70252667957115
180,257.3515792807166
181,270.49646484695506
182,274.11468341804357
183,274.7004208375224
184,255.52171252638865
185,250.30216811711404
186,260.19121649405724
187,308.30433609740413
188,271.17776291747344
189,274.77386419849574
190,261.7101533206167
191,221.67126369243005
192,197.17903187777304
193,288.81610767754273
194,252.1717317060559
195,251.84885889490528
196,-145.37347135143824
197,207.41832256358052
198,273.19965039210456
199,229.45270267122817
200,239.72046766096
